genes	NMU_14204	NMU_16331	NMU_20728	NMU_20732	Williams.82.ISU.01.01	Williams.82.ISU.01.02	Williams.82.ISU.01.03	Williams.82.ISU.01.04	Williams.82.ISU.01.05
GmISU01.01G005400.v2.1	5.69776716274523	5.69335576246287	6.43978354130818	5.83038066469316	7.13299826442665	7.17285470289979	6.5814654660961	7.73252495695258	7.05623720233295
GmISU01.01G005900.v2.1	3.05308305151793	1.94185777511269	3.24657584356201	3.45279719884277	1.72214605455793	1.85213184319396	0.814959520703223	0.814959520703223	0.814959520703225
GmISU01.01G006000.v2.1	5.01265783595909	4.03020469659892	4.39841096350544	4.33197842779221	4.33910042957988	4.34128053264344	4.123277519361	3.19942968563267	3.32965453223682
GmISU01.01G007800.v2.1	6.54423015295676	5.80505503079463	6.40729644896775	5.4301353640108	4.88164494258369	5.47034754340012	6.14361163720017	5.93482069316151	5.76263499701145
GmISU01.01G008200.v2.1	0.814959520703223	2.56675490632399	2.91803121664756	0.814959520703223	1.72214605455793	2.87036489991488	0.814959520703223	2.24181919763128	2.17761985196767
GmISU01.01G008300.v2.1	3.89146057719422	3.83347306327574	2.91803121664756	3.45279719884277	5.6735527347421	5.79287320350554	5.24015311991531	5.8630021415398	5.64799203525552
GmISU01.01G008400.v2.1	3.38957141468633	3.60561383250179	3.51400447235563	4.33197842779221	4.33910042957988	3.46135423596199	4.74567499931009	4.49531305584003	4.08455256318797
GmISU01.01G008800.v2.1	9.11204555342621	9.87497766059796	9.03248507088152	8.51992309249952	9.27451100513291	9.85401152544659	8.87723537602291	10.7118597725062	10.4405549499887
GmISU01.01G008900.v2.1	7.22893975428468	6.72651577544459	7.7440618729324	7.17201365627095	6.89239980509172	6.81793390577485	6.85967210818712	6.43335504838811	6.91464072262221
GmISU01.01G009200.v2.1	1.97799237537085	0.814959520703225	1.88448558073144	0.814959520703223	2.67339970436879	2.87036489991488	2.29067796972423	2.94497340765818	1.65152577034286
GmISU01.01G009600.v2.1	0.814959520703223	1.94185777511269	2.49189828077695	2.66775363795292	2.27479467644525	3.46135423596199	3.48027573253881	2.6358176222957	3.51552420148218
GmISU01.01G009700.v2.1	0.814959520703223	3.00135269766607	1.88448558073144	3.95834830923813	2.27479467644525	2.87036489991488	2.69145944521611	2.6358176222957	0.814959520703225
GmISU01.01G009800.v2.1	7.02669851755395	7.7842958702745	7.32429102058263	7.58839690036956	7.36633362311484	7.11623444587565	6.75891642210639	7.36760504023715	6.93107763682986
GmISU01.01G010800.v2.1	0.814959520703223	1.94185777511269	2.91803121664756	0.814959520703223	0.814959520703223	1.85213184319396	2.69145944521611	2.6358176222957	1.65152577034286
GmISU01.01G011200.v2.1	0.814959520703223	1.94185777511269	3.24657584356201	2.66775363795292	1.72214605455793	2.87036489991488	3.48027573253881	3.41566349431489	2.17761985196767
GmISU01.01G011300.v2.1	3.05308305151793	3.33489092365518	2.49189828077695	3.45279719884277	3.81551435512675	3.46135423596199	4.4677829605994	4.29155517478502	4.19756267885223
GmISU01.01G012200.v2.1	0.814959520703223	2.56675490632399	0.814959520703225	2.02034907676498	0.814959520703223	0.814959520703223	0.814959520703223	2.6358176222957	1.65152577034286
